Encompass Health Rehabilitation Hospital of Colorado Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prices Posted and Effective 1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: General file information and additional details can be found on the Price Transparency page of this hospital's website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATIENT_TYPE,ITEM_SERVICE_PACKAGE,BILLING_REVENUE_SERVICE_CODE,GROSS_CHARGE,DISCOUNTED_CASH_PRICE,DEIDENTIFIED_MIN_NEGOTIATED_CHARGE,DEIDENTIFIED_MAX_NEGOTIATED_CHARGE,AETNA (AET) negotiated charge,AETNA MEDICARE (AETM) negotiated charge,AETNA WORKERS COMP ACCESS (AETW) negotiated charge,ANTHEM BCBS OF COLORADO (BCOA) negotiated charge,BC OF CO ANTHEM EXCHANGE (BOAZ) negotiated charge,BC OF CO ANTHEM MEDICARE (BOAM) negotiated charge,BCBS OF COLORADO (BCCO) negotiated charge,BRIGHT HEALTH EXCHANGE (BRHZ) negotiated charge,BRIGHT HEALTH PLAN (BRH) negotiated charge,BRIGHT HEALTH PLAN MCR (BRHM) negotiated charge,CAREWORKS (CRW) negotiated charge,CAREWORKS WORK COMP (CRWW) negotiated charge,CHAMPVA (CVA) negotiated charge,CHOICE CARE NET MEDICARE (CHOM) negotiated charge,CHOICE CARE NETWORK (CHO) negotiated charge,CIGNA (CIG) negotiated charge,CIGNA EXCHANGE (CIGZ) negotiated charge,CIGNA MEDICARE (CIGM) negotiated charge,CO ACCESS CHP HMO MCD (CAHD) negotiated charge,COLORADO ACCESS MEDICAID (CAAD) negotiated charge,COLORADO CHOICE EXCHANGE (COLZ) negotiated charge,COLORADO CHOICE HEALTH (COL) negotiated charge,COVENTRY HEALTHCARE (CHC) negotiated charge,COVENTRY HEALTHCARE WC (CHCW) negotiated charge,FIRST HEALTH (FTH) negotiated charge,FIRST HEALTH WORK COMP (FTHW) negotiated charge,HEALTHNET FEDERAL SVCS (HFS) negotiated charge,HUMANA (HUM) negotiated charge,HUMANA MEDICARE (HUMM) negotiated charge,LONGEVITY HEALTH PLAN MCR (LHPM) negotiated charge,MULTIPLAN (MUL) negotiated charge,MY INNOVAGE PACE DUAL (MIPB) negotiated charge,ONE CALL MEDICAL WC (OCLW) negotiated charge,PINNACOL ASSURANCE WC (PINW) negotiated charge,PROVIDER NET OF AMERICA (PAM) negotiated charge,ROCKY MOUNTAIN HMO (RMH) negotiated charge,ROCKY MOUNTAIN MEDICARE (RMHM) negotiated charge,ROCKY MTN PACE DUAL (RMPM) negotiated charge,SLOANS LAKE MANAGED CARE (SLK) negotiated charge,TRIWEST VETERANS (TWV) negotiated charge,UNITED HEALTHCARE (UHC) negotiated charge,UNITED HEALTHCARE MEDICAR (UHCM) negotiated charge,ZELIAS NET SOLUTIONS WC (ZNSW) negotiated charge,ZELIAS NETWORK SOLUTIONS (ZNS) negotiated charge
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, traumatic",CMG 0205-A,,,$32312.59,$39502.10,NA,$68362.90,NA,NA,NA,$68362.90,NA,$64944.76,$64944.76,$65628.38,NA,NA,$68362.90,$68362.90,NA,NA,NA,$68362.90,NA,NA,NA,NA,NA,NA,NA,NA,$68362.90,NA,$68362.90,$68362.90,NA,$68362.90,NA,NA,$78617.34,NA,NA,$68362.90,NA,$68362.90,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, traumatic",CMG 0205-B,,,$47070.64,$57543.80,NA,$99586.13,NA,NA,NA,$99586.13,NA,$94606.82,$94606.82,$95602.68,NA,NA,$99586.13,$99586.13,NA,NA,NA,$99586.13,NA,NA,NA,NA,NA,NA,NA,NA,$99586.13,NA,$99586.13,$99586.13,NA,$99586.13,NA,NA,$114524.05,NA,NA,$99586.13,NA,$99586.13,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, traumatic",CMG 0205-C,,,$38485.14,$47048.03,NA,$81422.00,NA,NA,NA,$81422.00,NA,$77350.91,$77350.91,$78165.12,NA,NA,$81422.00,$81422.00,NA,NA,NA,$81422.00,NA,NA,NA,NA,NA,NA,NA,NA,$81422.00,NA,$81422.00,$81422.00,NA,$81422.00,NA,NA,$93635.30,NA,NA,$81422.00,NA,$81422.00,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, traumatic",CMG 0205-D,,,$34570.75,$42262.70,NA,$73140.45,NA,NA,NA,$73140.45,NA,$69483.42,$69483.42,$70214.83,NA,NA,$73140.45,$73140.45,NA,NA,NA,$73140.45,NA,NA,NA,NA,NA,NA,NA,NA,$73140.45,NA,$73140.45,$73140.45,NA,$73140.45,NA,NA,$84111.51,NA,NA,$73140.45,NA,$73140.45,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, non-traumatic",CMG 0301-A,,,$14642.82,$17900.83,NA,$30979.44,NA,NA,NA,$30979.44,NA,$29430.46,$29430.46,$29740.26,NA,NA,$30979.44,$30979.44,NA,NA,NA,$30979.44,NA,NA,NA,NA,NA,NA,NA,NA,$30979.44,NA,$30979.44,$30979.44,NA,$30979.44,NA,NA,$35626.35,NA,NA,$30979.44,NA,$30979.44,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, non-traumatic",CMG 0301-B,,,$21090.55,$25783.17,NA,$44620.73,NA,NA,NA,$44620.73,NA,$42389.69,$42389.69,$42835.90,NA,NA,$44620.73,$44620.73,NA,NA,NA,$44620.73,NA,NA,NA,NA,NA,NA,NA,NA,$44620.73,NA,$44620.73,$44620.73,NA,$44620.73,NA,NA,$51313.84,NA,NA,$44620.73,NA,$44620.73,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, non-traumatic",CMG 0301-C,,,$17097.05,$20901.13,NA,$36171.79,NA,NA,NA,$36171.79,NA,$34363.20,$34363.20,$34724.92,NA,NA,$36171.79,$36171.79,NA,NA,NA,$36171.79,NA,NA,NA,NA,NA,NA,NA,NA,$36171.79,NA,$36171.79,$36171.79,NA,$36171.79,NA,NA,$41597.56,NA,NA,$36171.79,NA,$36171.79,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, non-traumatic",CMG 0301-D,,,$15796.84,$19311.62,NA,$33420.98,NA,NA,NA,$33420.98,NA,$31749.92,$31749.92,$32084.14,NA,NA,$33420.98,$33420.98,NA,NA,NA,$33420.98,NA,NA,NA,NA,NA,NA,NA,NA,$33420.98,NA,$33420.98,$33420.98,NA,$33420.98,NA,NA,$38434.12,NA,NA,$33420.98,NA,$33420.98,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, non-traumatic",CMG 0302-A,,,$18760.15,$22934.26,NA,$39690.36,NA,NA,NA,$39690.36,NA,$37705.84,$37705.84,$38102.75,NA,NA,$39690.36,$39690.36,NA,NA,NA,$39690.36,NA,NA,NA,NA,NA,NA,NA,NA,$39690.36,NA,$39690.36,$39690.36,NA,$39690.36,NA,NA,$45643.92,NA,NA,$39690.36,NA,$39690.36,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, non-traumatic",CMG 0302-B,,,$27020.60,$33032.65,NA,$57166.78,NA,NA,NA,$57166.78,NA,$54308.44,$54308.44,$54880.11,NA,NA,$57166.78,$57166.78,NA,NA,NA,$57166.78,NA,NA,NA,NA,NA,NA,NA,NA,$57166.78,NA,$57166.78,$57166.78,NA,$57166.78,NA,NA,$65741.80,NA,NA,$57166.78,NA,$57166.78,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, non-traumatic",CMG 0302-C,,,$21905.76,$26779.76,NA,$46345.45,NA,NA,NA,$46345.45,NA,$44028.17,$44028.17,$44491.63,NA,NA,$46345.45,$46345.45,NA,NA,NA,$46345.45,NA,NA,NA,NA,NA,NA,NA,NA,$46345.45,NA,$46345.45,$46345.45,NA,$46345.45,NA,NA,$53297.26,NA,NA,$46345.45,NA,$46345.45,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, non-traumatic",CMG 0302-D,,,$20239.22,$24742.42,NA,$42819.60,NA,NA,NA,$42819.60,NA,$40678.61,$40678.61,$41106.82,NA,NA,$42819.60,$42819.60,NA,NA,NA,$42819.60,NA,NA,NA,NA,NA,NA,NA,NA,$42819.60,NA,$42819.60,$42819.60,NA,$42819.60,NA,NA,$49242.53,NA,NA,$42819.60,NA,$42819.60,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, non-traumatic",CMG 0303-A,,,$22457.83,$27454.67,NA,$47513.45,NA,NA,NA,$47513.45,NA,$45137.78,$45137.78,$45612.91,NA,NA,$47513.45,$47513.45,NA,NA,NA,$47513.45,NA,NA,NA,NA,NA,NA,NA,NA,$47513.45,NA,$47513.45,$47513.45,NA,$47513.45,NA,NA,$54640.47,NA,NA,$47513.45,NA,$47513.45,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, non-traumatic",CMG 0303-B,,,$32346.98,$39544.15,NA,$68435.68,NA,NA,NA,$68435.68,NA,$65013.88,$65013.88,$65698.25,NA,NA,$68435.68,$68435.68,NA,NA,NA,$68435.68,NA,NA,NA,NA,NA,NA,NA,NA,$68435.68,NA,$68435.68,$68435.68,NA,$68435.68,NA,NA,$78701.03,NA,NA,$68435.68,NA,$68435.68,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, non-traumatic",CMG 0303-C,,,$26222.59,$32057.08,NA,$55478.45,NA,NA,NA,$55478.45,NA,$52704.53,$52704.53,$53259.32,NA,NA,$55478.45,$55478.45,NA,NA,NA,$55478.45,NA,NA,NA,NA,NA,NA,NA,NA,$55478.45,NA,$55478.45,$55478.45,NA,$55478.45,NA,NA,$63800.22,NA,NA,$55478.45,NA,$55478.45,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, non-traumatic",CMG 0303-D,,,$24227.56,$29618.16,NA,$51257.62,NA,NA,NA,$51257.62,NA,$48694.74,$48694.74,$49207.32,NA,NA,$51257.62,$51257.62,NA,NA,NA,$51257.62,NA,NA,NA,NA,NA,NA,NA,NA,$51257.62,NA,$51257.62,$51257.62,NA,$51257.62,NA,NA,$58946.26,NA,NA,$51257.62,NA,$51257.62,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, non-traumatic",CMG 0304-A,,,$25195.84,$30801.88,NA,$53306.18,NA,NA,NA,$53306.18,NA,$50640.87,$50640.87,$51173.93,NA,NA,$53306.18,$53306.18,NA,NA,NA,$53306.18,NA,NA,NA,NA,NA,NA,NA,NA,$53306.18,NA,$53306.18,$53306.18,NA,$53306.18,NA,NA,$61302.11,NA,NA,$53306.18,NA,$53306.18,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, non-traumatic",CMG 0304-B,,,$36290.61,$44365.22,NA,$76779.09,NA,NA,NA,$76779.09,NA,$72940.14,$72940.14,$73707.92,NA,NA,$76779.09,$76779.09,NA,NA,NA,$76779.09,NA,NA,NA,NA,NA,NA,NA,NA,$76779.09,NA,$76779.09,$76779.09,NA,$76779.09,NA,NA,$88295.95,NA,NA,$76779.09,NA,$76779.09,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, non-traumatic",CMG 0304-C,,,$29418.08,$35963.56,NA,$62239.06,NA,NA,NA,$62239.06,NA,$59127.11,$59127.11,$59749.49,NA,NA,$62239.06,$62239.06,NA,NA,NA,$62239.06,NA,NA,NA,NA,NA,NA,NA,NA,$62239.06,NA,$62239.06,$62239.06,NA,$62239.06,NA,NA,$71574.92,NA,NA,$62239.06,NA,$62239.06,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, non-traumatic",CMG 0304-D,,,$27182.27,$33230.29,NA,$57508.81,NA,NA,NA,$57508.81,NA,$54633.38,$54633.38,$55208.47,NA,NA,$57508.81,$57508.81,NA,NA,NA,$57508.81,NA,NA,NA,NA,NA,NA,NA,NA,$57508.81,NA,$57508.81,$57508.81,NA,$57508.81,NA,NA,$66135.14,NA,NA,$57508.81,NA,$57508.81,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, non-traumatic",CMG 0305-A,,,$27521.08,$33644.48,NA,$58225.63,NA,NA,NA,$58225.63,NA,$55314.35,$55314.35,$55896.60,NA,NA,$58225.63,$58225.63,NA,NA,NA,$58225.63,NA,NA,NA,NA,NA,NA,NA,NA,$58225.63,NA,$58225.63,$58225.63,NA,$58225.63,NA,NA,$66959.47,NA,NA,$58225.63,NA,$58225.63,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, non-traumatic",CMG 0305-B,,,$39640.88,$48460.92,NA,$83867.17,NA,NA,NA,$83867.17,NA,$79673.82,$79673.82,$80512.49,NA,NA,$83867.17,$83867.17,NA,NA,NA,$83867.17,NA,NA,NA,NA,NA,NA,NA,NA,$83867.17,NA,$83867.17,$83867.17,NA,$83867.17,NA,NA,$96447.25,NA,NA,$83867.17,NA,$83867.17,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, non-traumatic",CMG 0305-C,,,$32135.44,$39285.54,NA,$67988.12,NA,NA,NA,$67988.12,NA,$64588.71,$64588.71,$65268.59,NA,NA,$67988.12,$67988.12,NA,NA,NA,$67988.12,NA,NA,NA,NA,NA,NA,NA,NA,$67988.12,NA,$67988.12,$67988.12,NA,$67988.12,NA,NA,$78186.34,NA,NA,$67988.12,NA,$67988.12,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, non-traumatic",CMG 0305-D,,,$29691.53,$36297.86,NA,$62817.60,NA,NA,NA,$62817.60,NA,$59676.72,$59676.72,$60304.90,NA,NA,$62817.60,$62817.60,NA,NA,NA,$62817.60,NA,NA,NA,NA,NA,NA,NA,NA,$62817.60,NA,$62817.60,$62817.60,NA,$62817.60,NA,NA,$72240.24,NA,NA,$62817.60,NA,$62817.60,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",CMG 0401-A,,,$16713.53,$20432.26,NA,$35360.38,NA,NA,NA,$35360.38,NA,$33592.36,$33592.36,$33945.96,NA,NA,$35360.38,$35360.38,NA,NA,NA,$35360.38,NA,NA,NA,NA,NA,NA,NA,NA,$35360.38,NA,$35360.38,$35360.38,NA,$35360.38,NA,NA,$40664.42,NA,NA,$35360.38,NA,$35360.38,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",CMG 0401-B,,,$23534.46,$28770.85,NA,$49791.25,NA,NA,NA,$49791.25,NA,$47301.68,$47301.68,$47799.59,NA,NA,$49791.25,$49791.25,NA,NA,NA,$49791.25,NA,NA,NA,NA,NA,NA,NA,NA,$49791.25,NA,$49791.25,$49791.25,NA,$49791.25,NA,NA,$57259.93,NA,NA,$49791.25,NA,$49791.25,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",CMG 0401-C,,,$19970.93,$24414.43,NA,$42251.97,NA,NA,NA,$42251.97,NA,$40139.37,$40139.37,$40561.89,NA,NA,$42251.97,$42251.97,NA,NA,NA,$42251.97,NA,NA,NA,NA,NA,NA,NA,NA,$42251.97,NA,$42251.97,$42251.97,NA,$42251.97,NA,NA,$48589.76,NA,NA,$42251.97,NA,$42251.97,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",CMG 0401-D,,,$17989.66,$21992.33,NA,$38060.25,NA,NA,NA,$38060.25,NA,$36157.24,$36157.24,$36537.84,NA,NA,$38060.25,$38060.25,NA,NA,NA,$38060.25,NA,NA,NA,NA,NA,NA,NA,NA,$38060.25,NA,$38060.25,$38060.25,NA,$38060.25,NA,NA,$43769.28,NA,NA,$38060.25,NA,$38060.25,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",CMG 0402-A,,,$21749.25,$26588.44,NA,$46014.33,NA,NA,NA,$46014.33,NA,$43713.61,$43713.61,$44173.75,NA,NA,$46014.33,$46014.33,NA,NA,NA,$46014.33,NA,NA,NA,NA,NA,NA,NA,NA,$46014.33,NA,$46014.33,$46014.33,NA,$46014.33,NA,NA,$52916.48,NA,NA,$46014.33,NA,$46014.33,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",CMG 0402-B,,,$30625.41,$37439.53,NA,$64793.39,NA,NA,NA,$64793.39,NA,$61553.72,$61553.72,$62201.66,NA,NA,$64793.39,$64793.39,NA,NA,NA,$64793.39,NA,NA,NA,NA,NA,NA,NA,NA,$64793.39,NA,$64793.39,$64793.39,NA,$64793.39,NA,NA,$74512.40,NA,NA,$64793.39,NA,$64793.39,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",CMG 0402-C,,,$25986.97,$31769.04,NA,$54979.96,NA,NA,NA,$54979.96,NA,$52230.96,$52230.96,$52780.76,NA,NA,$54979.96,$54979.96,NA,NA,NA,$54979.96,NA,NA,NA,NA,NA,NA,NA,NA,$54979.96,NA,$54979.96,$54979.96,NA,$54979.96,NA,NA,$63226.95,NA,NA,$54979.96,NA,$54979.96,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",CMG 0402-D,,,$23408.91,$28617.36,NA,$49525.62,NA,NA,NA,$49525.62,NA,$47049.34,$47049.34,$47544.60,NA,NA,$49525.62,$49525.62,NA,NA,NA,$49525.62,NA,NA,NA,NA,NA,NA,NA,NA,$49525.62,NA,$49525.62,$49525.62,NA,$49525.62,NA,NA,$56954.46,NA,NA,$49525.62,NA,$49525.62,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",CMG 0403-A,,,$26102.20,$31909.91,NA,$55223.74,NA,NA,NA,$55223.74,NA,$52462.56,$52462.56,$53014.80,NA,NA,$55223.74,$55223.74,NA,NA,NA,$55223.74,NA,NA,NA,NA,NA,NA,NA,NA,$55223.74,NA,$55223.74,$55223.74,NA,$55223.74,NA,NA,$63507.31,NA,NA,$55223.74,NA,$55223.74,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",CMG 0403-B,,,$36754.97,$44932.90,NA,$77761.53,NA,NA,NA,$77761.53,NA,$73873.45,$73873.45,$74651.06,NA,NA,$77761.53,$77761.53,NA,NA,NA,$77761.53,NA,NA,NA,NA,NA,NA,NA,NA,$77761.53,NA,$77761.53,$77761.53,NA,$77761.53,NA,NA,$89425.75,NA,NA,$77761.53,NA,$77761.53,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",CMG 0403-C,,,$31189.52,$38129.15,NA,$65986.87,NA,NA,NA,$65986.87,NA,$62687.52,$62687.52,$63347.38,NA,NA,$65986.87,$65986.87,NA,NA,NA,$65986.87,NA,NA,NA,NA,NA,NA,NA,NA,$65986.87,NA,$65986.87,$65986.87,NA,$65986.87,NA,NA,$75884.89,NA,NA,$65986.87,NA,$65986.87,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",CMG 0403-D,,,$28095.51,$34346.72,NA,$59440.94,NA,NA,NA,$59440.94,NA,$56468.89,$56468.89,$57063.30,NA,NA,$59440.94,$59440.94,NA,NA,NA,$59440.94,NA,NA,NA,NA,NA,NA,NA,NA,$59440.94,NA,$59440.94,$59440.94,NA,$59440.94,NA,NA,$68357.07,NA,NA,$59440.94,NA,$59440.94,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",CMG 0404-A,,,$44196.77,$54030.49,NA,$93505.95,NA,NA,NA,$93505.95,NA,$88830.65,$88830.65,$89765.72,NA,NA,$93505.95,$93505.95,NA,NA,NA,$93505.95,NA,NA,NA,NA,NA,NA,NA,NA,$93505.95,NA,$93505.95,$93505.95,NA,$93505.95,NA,NA,$107531.84,NA,NA,$93505.95,NA,$93505.95,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",CMG 0404-B,,,$62232.86,$76079.59,NA,$131664.44,NA,NA,NA,$131664.44,NA,$125081.22,$125081.22,$126397.86,NA,NA,$131664.44,$131664.44,NA,NA,NA,$131664.44,NA,NA,NA,NA,NA,NA,NA,NA,$131664.44,NA,$131664.44,$131664.44,NA,$131664.44,NA,NA,$151414.11,NA,NA,$131664.44,NA,$131664.44,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",CMG 0404-C,,,$52809.79,$64559.90,NA,$111728.29,NA,NA,NA,$111728.29,NA,$106141.88,$106141.88,$107259.16,NA,NA,$111728.29,$111728.29,NA,NA,NA,$111728.29,NA,NA,NA,NA,NA,NA,NA,NA,$111728.29,NA,$111728.29,$111728.29,NA,$111728.29,NA,NA,$128487.54,NA,NA,$111728.29,NA,$111728.29,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",CMG 0404-D,,,$47571.12,$58155.63,NA,$100644.97,NA,NA,NA,$100644.97,NA,$95612.73,$95612.73,$96619.18,NA,NA,$100644.97,$100644.97,NA,NA,NA,$100644.97,NA,NA,NA,NA,NA,NA,NA,NA,$100644.97,NA,$100644.97,$100644.97,NA,$100644.97,NA,NA,$115741.72,NA,NA,$100644.97,NA,$100644.97,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",CMG 0405-A,,,$33519.92,$40978.06,NA,$70917.23,NA,NA,NA,$70917.23,NA,$67371.36,$67371.36,$68080.55,NA,NA,$70917.23,$70917.23,NA,NA,NA,$70917.23,NA,NA,NA,NA,NA,NA,NA,NA,$70917.23,NA,$70917.23,$70917.23,NA,$70917.23,NA,NA,$81554.81,NA,NA,$70917.23,NA,$70917.23,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",CMG 0405-B,,,$47199.63,$57701.49,NA,$99859.03,NA,NA,NA,$99859.03,NA,$94866.08,$94866.08,$95864.67,NA,NA,$99859.03,$99859.03,NA,NA,NA,$99859.03,NA,NA,NA,NA,NA,NA,NA,NA,$99859.03,NA,$99859.03,$99859.03,NA,$99859.03,NA,NA,$114837.88,NA,NA,$99859.03,NA,$99859.03,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",CMG 0405-C,,,$40051.92,$48963.43,NA,$84736.81,NA,NA,NA,$84736.81,NA,$80499.97,$80499.97,$81347.34,NA,NA,$84736.81,$84736.81,NA,NA,NA,$84736.81,NA,NA,NA,NA,NA,NA,NA,NA,$84736.81,NA,$84736.81,$84736.81,NA,$84736.81,NA,NA,$97447.34,NA,NA,$84736.81,NA,$84736.81,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",CMG 0405-D,,,$36079.06,$44106.61,NA,$76331.53,NA,NA,NA,$76331.53,NA,$72514.96,$72514.96,$73278.27,NA,NA,$76331.53,$76331.53,NA,NA,NA,$76331.53,NA,NA,NA,NA,NA,NA,NA,NA,$76331.53,NA,$76331.53,$76331.53,NA,$76331.53,NA,NA,$87781.27,NA,NA,$76331.53,NA,$76331.53,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",CMG 0406-A,,,$43931.91,$53706.70,NA,$92945.60,NA,NA,NA,$92945.60,NA,$88298.32,$88298.32,$89227.77,NA,NA,$92945.60,$92945.60,NA,NA,NA,$92945.60,NA,NA,NA,NA,NA,NA,NA,NA,$92945.60,NA,$92945.60,$92945.60,NA,$92945.60,NA,NA,$106887.43,NA,NA,$92945.60,NA,$92945.60,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",CMG 0406-B,,,$61861.37,$75625.45,NA,$130878.49,NA,NA,NA,$130878.49,NA,$124334.57,$124334.57,$125643.36,NA,NA,$130878.49,$130878.49,NA,NA,NA,$130878.49,NA,NA,NA,NA,NA,NA,NA,NA,$130878.49,NA,$130878.49,$130878.49,NA,$130878.49,NA,NA,$150510.27,NA,NA,$130878.49,NA,$130878.49,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",CMG 0406-C,,,$52493.34,$64173.04,NA,$111058.78,NA,NA,NA,$111058.78,NA,$105505.85,$105505.85,$106616.43,NA,NA,$111058.78,$111058.78,NA,NA,NA,$111058.78,NA,NA,NA,NA,NA,NA,NA,NA,$111058.78,NA,$111058.78,$111058.78,NA,$111058.78,NA,NA,$127717.61,NA,NA,$111058.78,NA,$111058.78,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",CMG 0406-D,,,$47285.62,$57806.61,NA,$100040.96,NA,NA,NA,$100040.96,NA,$95038.91,$95038.91,$96039.33,NA,NA,$100040.96,$100040.96,NA,NA,NA,$100040.96,NA,NA,NA,NA,NA,NA,NA,NA,$100040.96,NA,$100040.96,$100040.96,NA,$100040.96,NA,NA,$115047.10,NA,NA,$100040.96,NA,$100040.96,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",CMG 0407-A,,,$50161.22,$61322.02,NA,$106124.78,NA,NA,NA,$106124.78,NA,$100818.54,$100818.54,$101879.79,NA,NA,$106124.78,$106124.78,NA,NA,NA,$106124.78,NA,NA,NA,NA,NA,NA,NA,NA,$106124.78,NA,$106124.78,$106124.78,NA,$106124.78,NA,NA,$122043.49,NA,NA,$106124.78,NA,$106124.78,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",CMG 0407-B,,,$70634.34,$86350.39,NA,$149439.24,NA,NA,NA,$149439.24,NA,$141967.27,$141967.27,$143461.66,NA,NA,$149439.24,$149439.24,NA,NA,NA,$149439.24,NA,NA,NA,NA,NA,NA,NA,NA,$149439.24,NA,$149439.24,$149439.24,NA,$149439.24,NA,NA,$171855.12,NA,NA,$149439.24,NA,$149439.24,NA,NA,NA,NA
