Encompass Health Rehabilitation Hospital of Tallahassee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prices Posted and Effective 1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: General file information and additional details can be found on the Price Transparency page of this hospital's website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATIENT_TYPE,SHOPPABLE_SERVICES,BILLING_REVENUE_SERVICE_CODE,GROSS_CHARGE,DISCOUNTED_CASH_PRICE,DEIDENTIFIED_MIN_NEGOTIATED_CHARGE,DEIDENTIFIED_MAX_NEGOTIATED_CHARGE,ADVANET WORK COMP (ADVW) negotiated charge,AETNA (AET) negotiated charge,AETNA MEDICARE (AETM) negotiated charge,AETNA WORKERS COMP ACCESS (AETW) negotiated charge,BC HEALTH OPTIONS EXCHANG (BHOZ) negotiated charge,BCBS OUT OF STATE (BCBS) negotiated charge,BCFL BLUE SELECT (BCSE) negotiated charge,BCFL NETWORK BLUE (BCNB) negotiated charge,BCFL TRADITIONAL (BCFL) negotiated charge,BLUE CROSS HEALTH OPTIONS (BCHO) negotiated charge,CAREWORKS (CRW) negotiated charge,CAREWORKS WORK COMP (CRWW) negotiated charge,CHAMPVA (CVA) negotiated charge,CIGNA (CIG) negotiated charge,CORVEL WORK COMP (CVLW) negotiated charge,FEDERAL BLUE CROSS (BCFD) negotiated charge,FIRST HEALTH (FTH) negotiated charge,HEALTH OPTIONS MEDICARE (BCHM) negotiated charge,HEALTHEASE STAYWELL (WLCS) negotiated charge,HERITAGE SUMMIT WORK COMP (HSHW) negotiated charge,HUMANA (HUM) negotiated charge,HUMANA MEDICARE (HUMM) negotiated charge,MULTIPLAN (MUL) negotiated charge,NETWORK BLUE MEDICARE (BCBM) negotiated charge,NOVANET (NOVA) negotiated charge,PROVIDER NET OF AMERICA (PAM) negotiated charge,PYR/AMERICAN PROGRESSIVE (AMPM) negotiated charge,THE RENY COMPANY WC (REN) negotiated charge,TRICARE (TRI) negotiated charge,UHC VA CCN (UHV) negotiated charge,UNITED HEALTHCARE (UHC) negotiated charge,UNITED HEALTHCARE MEDICAR (UHCM) negotiated charge,WELLCARE MEDICARE (WLCM) negotiated charge,ZELIAS NETWORK SOLUTIONS (ZNS) negotiated charge
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Amputation, lower extremity",CMG 1004-A,NA,NA,$21995.03,$26625.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$23152.67,NA,NA,NA,NA,$23152.67,NA,NA,NA,NA,NA,$23152.67,NA,$26625.57,$23152.67,NA,$23152.67,$23152.67,NA,$21995.03,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Amputation, lower extremity",CMG 1004-B,NA,NA,$31660.04,$38325.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$33326.36,NA,NA,NA,NA,$33326.36,NA,NA,NA,NA,NA,$33326.36,NA,$38325.31,$33326.36,NA,$33326.36,$33326.36,NA,$31660.04,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Amputation, lower extremity",CMG 1004-C,NA,NA,$26536.77,$32123.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$27933.44,NA,NA,NA,NA,$27933.44,NA,NA,NA,NA,NA,$27933.44,NA,$32123.46,$27933.44,NA,$27933.44,$27933.44,NA,$26536.77,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Amputation, lower extremity",CMG 1004-D,NA,NA,$23814.31,$28827.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$25067.70,NA,NA,NA,NA,$25067.70,NA,NA,NA,NA,NA,$25067.70,NA,$28827.85,$25067.70,NA,$25067.70,$25067.70,NA,$23814.31,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Amputation, other",CMG 1101-A,NA,NA,$14086.13,$17051.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$14827.50,NA,NA,NA,NA,$14827.50,NA,NA,NA,NA,NA,$14827.50,NA,$17051.63,$14827.50,NA,$14827.50,$14827.50,NA,$14086.13,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Amputation, other",CMG 1101-B,NA,NA,$18665.19,$22594.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$19647.57,NA,NA,NA,NA,$19647.57,NA,NA,NA,NA,NA,$19647.57,NA,$22594.71,$19647.57,NA,$19647.57,$19647.57,NA,$18665.19,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Amputation, other",CMG 1101-C,NA,NA,$16631.97,$20133.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$17507.33,NA,NA,NA,NA,$17507.33,NA,NA,NA,NA,NA,$17507.33,NA,$20133.43,$17507.33,NA,$17507.33,$17507.33,NA,$16631.97,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Amputation, other",CMG 1101-D,NA,NA,$14526.95,$17585.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$15291.52,NA,NA,NA,NA,$15291.52,NA,NA,NA,NA,NA,$15291.52,NA,$17585.25,$15291.52,NA,$15291.52,$15291.52,NA,$14526.95,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Amputation, other",CMG 1102-A,NA,NA,$18820.27,$22782.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$19810.81,NA,NA,NA,NA,$19810.81,NA,NA,NA,NA,NA,$19810.81,NA,$22782.43,$19810.81,NA,$19810.81,$19810.81,NA,$18820.27,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Amputation, other",CMG 1102-B,NA,NA,$24937.18,$30187.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$26249.66,NA,NA,NA,NA,$26249.66,NA,NA,NA,NA,NA,$26249.66,NA,$30187.11,$26249.66,NA,$26249.66,$26249.66,NA,$24937.18,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Amputation, other",CMG 1102-C,NA,NA,$22221.90,$26900.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$23391.48,NA,NA,NA,NA,$23391.48,NA,NA,NA,NA,NA,$23391.48,NA,$26900.20,$23391.48,NA,$23391.48,$23391.48,NA,$22221.90,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Amputation, other",CMG 1102-D,NA,NA,$19408.99,$23495.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$20430.51,NA,NA,NA,NA,$20430.51,NA,NA,NA,NA,NA,$20430.51,NA,$23495.09,$20430.51,NA,$20430.51,$20430.51,NA,$19408.99,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Amputation, other",CMG 1103-A,NA,NA,$21147.86,$25600.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$22260.90,NA,NA,NA,NA,$22260.90,NA,NA,NA,NA,NA,$22260.90,NA,$25600.04,$22260.90,NA,$22260.90,$22260.90,NA,$21147.86,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Amputation, other",CMG 1103-B,NA,NA,$28021.48,$33920.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$29496.30,NA,NA,NA,NA,$29496.30,NA,NA,NA,NA,NA,$29496.30,NA,$33920.74,$29496.30,NA,$29496.30,$29496.30,NA,$28021.48,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Amputation, other",CMG 1103-C,NA,NA,$24970.21,$30227.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$26284.43,NA,NA,NA,NA,$26284.43,NA,NA,NA,NA,NA,$26284.43,NA,$30227.09,$26284.43,NA,$26284.43,$26284.43,NA,$24970.21,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Amputation, other",CMG 1103-D,NA,NA,$21808.37,$26399.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$22956.18,NA,NA,NA,NA,$22956.18,NA,NA,NA,NA,NA,$22956.18,NA,$26399.60,$22956.18,NA,$22956.18,$22956.18,NA,$21808.37,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Osteoarthritis,CMG 1201-A,NA,NA,$12518.13,$15153.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$13176.98,NA,NA,NA,NA,$13176.98,NA,NA,NA,NA,NA,$13176.98,NA,$15153.52,$13176.98,NA,$13176.98,$13176.98,NA,$12518.13,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Osteoarthritis,CMG 1201-B,NA,NA,$20462.93,$24770.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$21539.93,NA,NA,NA,NA,$21539.93,NA,NA,NA,NA,NA,$21539.93,NA,$24770.92,$21539.93,NA,$21539.93,$21539.93,NA,$20462.93,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Osteoarthritis,CMG 1201-C,NA,NA,$13633.82,$16504.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$14351.39,NA,NA,NA,NA,$14351.39,NA,NA,NA,NA,NA,$14351.39,NA,$16504.10,$14351.39,NA,$14351.39,$14351.39,NA,$13633.82,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Osteoarthritis,CMG 1201-D,NA,NA,$13633.82,$16504.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$14351.39,NA,NA,NA,NA,$14351.39,NA,NA,NA,NA,NA,$14351.39,NA,$16504.10,$14351.39,NA,$14351.39,$14351.39,NA,$13633.82,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Osteoarthritis,CMG 1202-A,NA,NA,$15728.79,$19040.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$16556.62,NA,NA,NA,NA,$16556.62,NA,NA,NA,NA,NA,$16556.62,NA,$19040.11,$16556.62,NA,$16556.62,$16556.62,NA,$15728.79,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Osteoarthritis,CMG 1202-B,NA,NA,$25712.56,$31125.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$27065.86,NA,NA,NA,NA,$27065.86,NA,NA,NA,NA,NA,$27065.86,NA,$31125.74,$27065.86,NA,$27065.86,$27065.86,NA,$25712.56,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Osteoarthritis,CMG 1202-C,NA,NA,$17130.22,$20736.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$18031.81,NA,NA,NA,NA,$18031.81,NA,NA,NA,NA,NA,$18031.81,NA,$20736.59,$18031.81,NA,$18031.81,$18031.81,NA,$17130.22,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Osteoarthritis,CMG 1202-D,NA,NA,$17130.22,$20736.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$18031.81,NA,NA,NA,NA,$18031.81,NA,NA,NA,NA,NA,$18031.81,NA,$20736.59,$18031.81,NA,$18031.81,$18031.81,NA,$17130.22,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Osteoarthritis,CMG 1203-A,NA,NA,$18284.68,$22134.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$19247.03,NA,NA,NA,NA,$19247.03,NA,NA,NA,NA,NA,$19247.03,NA,$22134.09,$19247.03,NA,$19247.03,$19247.03,NA,$18284.68,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Osteoarthritis,CMG 1203-B,NA,NA,$29888.15,$36180.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$31461.21,NA,NA,NA,NA,$31461.21,NA,NA,NA,NA,NA,$31461.21,NA,$36180.39,$31461.21,NA,$31461.21,$31461.21,NA,$29888.15,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Osteoarthritis,CMG 1203-C,NA,NA,$19911.55,$24103.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$20959.53,NA,NA,NA,NA,$20959.53,NA,NA,NA,NA,NA,$20959.53,NA,$24103.46,$20959.53,NA,$20959.53,$20959.53,NA,$19911.55,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Osteoarthritis,CMG 1203-D,NA,NA,$19911.55,$24103.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$20959.53,NA,NA,NA,NA,$20959.53,NA,NA,NA,NA,NA,$20959.53,NA,$24103.46,$20959.53,NA,$20959.53,$20959.53,NA,$19911.55,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Osteoarthritis,CMG 1204-A,NA,NA,$19216.58,$23262.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$20227.98,NA,NA,NA,NA,$20227.98,NA,NA,NA,NA,NA,$20227.98,NA,$23262.17,$20227.98,NA,$20227.98,$20227.98,NA,$19216.58,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Osteoarthritis,CMG 1204-B,NA,NA,$31413.07,$38026.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$33066.39,NA,NA,NA,NA,$33066.39,NA,NA,NA,NA,NA,$33066.39,NA,$38026.34,$33066.39,NA,$33066.39,$33066.39,NA,$31413.07,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Osteoarthritis,CMG 1204-C,NA,NA,$20928.16,$25334.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$22029.65,NA,NA,NA,NA,$22029.65,NA,NA,NA,NA,NA,$22029.65,NA,$25334.09,$22029.65,NA,$22029.65,$22029.65,NA,$20928.16,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Osteoarthritis,CMG 1204-D,NA,NA,$20928.16,$25334.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$22029.65,NA,NA,NA,NA,$22029.65,NA,NA,NA,NA,NA,$22029.65,NA,$25334.09,$22029.65,NA,$22029.65,$22029.65,NA,$20928.16,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,CMG 1301-A,NA,NA,$11267.46,$13639.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$11860.49,NA,NA,NA,NA,$11860.49,NA,NA,NA,NA,NA,$11860.49,NA,$13639.56,$11860.49,NA,$11860.49,$11860.49,NA,$11267.46,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,CMG 1301-B,NA,NA,$16192.58,$19601.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$17044.82,NA,NA,NA,NA,$17044.82,NA,NA,NA,NA,NA,$17044.82,NA,$19601.55,$17044.82,NA,$17044.82,$17044.82,NA,$16192.58,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,CMG 1301-C,NA,NA,$13369.61,$16184.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$14073.28,NA,NA,NA,NA,$14073.28,NA,NA,NA,NA,NA,$14073.28,NA,$16184.27,$14073.28,NA,$14073.28,$14073.28,NA,$13369.61,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,CMG 1301-D,NA,NA,$12691.87,$15363.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$13359.87,NA,NA,NA,NA,$13359.87,NA,NA,NA,NA,NA,$13359.87,NA,$15363.85,$13359.87,NA,$13359.87,$13359.87,NA,$12691.87,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,CMG 1302-A,NA,NA,$15417.20,$18662.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$16228.63,NA,NA,NA,NA,$16228.63,NA,NA,NA,NA,NA,$16228.63,NA,$18662.93,$16228.63,NA,$16228.63,$16228.63,NA,$15417.20,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,CMG 1302-B,NA,NA,$22154.42,$26818.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$23320.44,NA,NA,NA,NA,$23320.44,NA,NA,NA,NA,NA,$23320.44,NA,$26818.51,$23320.44,NA,$23320.44,$23320.44,NA,$22154.42,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,CMG 1302-C,NA,NA,$18293.30,$22144.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$19256.10,NA,NA,NA,NA,$19256.10,NA,NA,NA,NA,NA,$19256.10,NA,$22144.52,$19256.10,NA,$19256.10,$19256.10,NA,$18293.30,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,CMG 1302-D,NA,NA,$17365.71,$21021.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$18279.69,NA,NA,NA,NA,$18279.69,NA,NA,NA,NA,NA,$18279.69,NA,$21021.65,$18279.69,NA,$18279.69,$18279.69,NA,$17365.71,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,CMG 1303-A,NA,NA,$17772.07,$21513.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$18707.44,NA,NA,NA,NA,$18707.44,NA,NA,NA,NA,NA,$18707.44,NA,$21513.56,$18707.44,NA,$18707.44,$18707.44,NA,$17772.07,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,CMG 1303-B,NA,NA,$25538.82,$30915.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$26882.97,NA,NA,NA,NA,$26882.97,NA,NA,NA,NA,NA,$26882.97,NA,$30915.42,$26882.97,NA,$26882.97,$26882.97,NA,$25538.82,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,CMG 1303-C,NA,NA,$21087.55,$25527.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$22197.42,NA,NA,NA,NA,$22197.42,NA,NA,NA,NA,NA,$22197.42,NA,$25527.03,$22197.42,NA,$22197.42,$22197.42,NA,$21087.55,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,CMG 1303-D,NA,NA,$20017.81,$24232.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$21071.38,NA,NA,NA,NA,$21071.38,NA,NA,NA,NA,NA,$21071.38,NA,$24232.08,$21071.38,NA,$21071.38,$21071.38,NA,$20017.81,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,CMG 1304-A,NA,NA,$20600.78,$24937.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$21685.03,NA,NA,NA,NA,$21685.03,NA,NA,NA,NA,NA,$21685.03,NA,$24937.79,$21685.03,NA,$21685.03,$21685.03,NA,$20600.78,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,CMG 1304-B,NA,NA,$29603.84,$35836.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$31161.94,NA,NA,NA,NA,$31161.94,NA,NA,NA,NA,NA,$31161.94,NA,$35836.23,$31161.94,NA,$31161.94,$31161.94,NA,$29603.84,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,CMG 1304-C,NA,NA,$24444.67,$29590.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$25731.23,NA,NA,NA,NA,$25731.23,NA,NA,NA,NA,NA,$25731.23,NA,$29590.92,$25731.23,NA,$25731.23,$25731.23,NA,$24444.67,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,CMG 1304-D,NA,NA,$23205.49,$28090.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$24426.83,NA,NA,NA,NA,$24426.83,NA,NA,NA,NA,NA,$24426.83,NA,$28090.86,$24426.83,NA,$24426.83,$24426.83,NA,$23205.49,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,CMG 1305-A,NA,NA,$20859.24,$25250.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$21957.10,NA,NA,NA,NA,$21957.10,NA,NA,NA,NA,NA,$21957.10,NA,$25250.66,$21957.10,NA,$21957.10,$21957.10,NA,$20859.24,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,CMG 1305-B,NA,NA,$29975.74,$36286.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$31553.41,NA,NA,NA,NA,$31553.41,NA,NA,NA,NA,NA,$31553.41,NA,$36286.42,$31553.41,NA,$31553.41,$31553.41,NA,$29975.74,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,CMG 1305-C,NA,NA,$24750.52,$29961.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$26053.17,NA,NA,NA,NA,$26053.17,NA,NA,NA,NA,NA,$26053.17,NA,$29961.15,$26053.17,NA,$26053.17,$26053.17,NA,$24750.52,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,CMG 1305-D,NA,NA,$23495.54,$28441.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$24732.15,NA,NA,NA,NA,$24732.15,NA,NA,NA,NA,NA,$24732.15,NA,$28441.97,$24732.15,NA,$24732.15,$24732.15,NA,$23495.54,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1401-A,NA,NA,$10891.26,$13184.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$11464.48,NA,NA,NA,NA,$11464.48,NA,NA,NA,NA,NA,$11464.48,NA,$13184.16,$11464.48,NA,$11464.48,$11464.48,NA,$10891.26,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1401-B,NA,NA,$16449.61,$19912.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$17315.38,NA,NA,NA,NA,$17315.38,NA,NA,NA,NA,NA,$17315.38,NA,$19912.68,$17315.38,NA,$17315.38,$17315.38,NA,$16449.61,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1401-C,NA,NA,$13485.92,$16325.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$14195.71,NA,NA,NA,NA,$14195.71,NA,NA,NA,NA,NA,$14195.71,NA,$16325.06,$14195.71,NA,$14195.71,$14195.71,NA,$13485.92,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1401-D,NA,NA,$12172.08,$14734.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$12812.71,NA,NA,NA,NA,$12812.71,NA,NA,NA,NA,NA,$12812.71,NA,$14734.62,$12812.71,NA,$12812.71,$12812.71,NA,$12172.08,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1402-A,NA,NA,$13682.64,$16563.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$14402.78,NA,NA,NA,NA,$14402.78,NA,NA,NA,NA,NA,$14402.78,NA,$16563.20,$14402.78,NA,$14402.78,$14402.78,NA,$13682.64,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1402-B,NA,NA,$20663.96,$25014.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$21751.54,NA,NA,NA,NA,$21751.54,NA,NA,NA,NA,NA,$21751.54,NA,$25014.27,$21751.54,NA,$21751.54,$21751.54,NA,$20663.96,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1402-C,NA,NA,$16942.12,$20508.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$17833.81,NA,NA,NA,NA,$17833.81,NA,NA,NA,NA,NA,$17833.81,NA,$20508.88,$17833.81,NA,$17833.81,$17833.81,NA,$16942.12,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1402-D,NA,NA,$15292.28,$18511.70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$16097.13,NA,NA,NA,NA,$16097.13,NA,NA,NA,NA,NA,$16097.13,NA,$18511.70,$16097.13,NA,$16097.13,$16097.13,NA,$15292.28,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1403-A,NA,NA,$16613.30,$20110.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$17487.68,NA,NA,NA,NA,$17487.68,NA,NA,NA,NA,NA,$17487.68,NA,$20110.84,$17487.68,NA,$17487.68,$17487.68,NA,$16613.30,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1403-B,NA,NA,$25090.82,$30373.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$26411.39,NA,NA,NA,NA,$26411.39,NA,NA,NA,NA,NA,$26411.39,NA,$30373.10,$26411.39,NA,$26411.39,$26411.39,NA,$25090.82,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1403-C,NA,NA,$20570.63,$24901.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$21653.29,NA,NA,NA,NA,$21653.29,NA,NA,NA,NA,NA,$21653.29,NA,$24901.28,$21653.29,NA,$21653.29,$21653.29,NA,$20570.63,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1403-D,NA,NA,$18567.55,$22476.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$19544.79,NA,NA,NA,NA,$19544.79,NA,NA,NA,NA,NA,$19544.79,NA,$22476.51,$19544.79,NA,$19544.79,$19544.79,NA,$18567.55,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1404-A,NA,NA,$19513.81,$23621.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$20540.85,NA,NA,NA,NA,$20540.85,NA,NA,NA,NA,NA,$20540.85,NA,$23621.98,$20540.85,NA,$20540.85,$20540.85,NA,$19513.81,NA,NA
